Image Number,Label,x1,y1,x2,y2,x3,y3,x4,y4
56,backpack_yolo_whole,48,25.9999999999999,336,25.9999999999999,336,312,48,312
57,backpack_yolo_whole,148,164,274,164,274,278,148,278
58,backpack_yolo_whole,146,97.9999999999999,298,97.9999999999999,298,362,146,362
59,backpack_yolo_whole,60,118,174,118,174,308,60,308
60,umbrella_yolo_whole,174,156,416.5,156,416.5,370,174,370
61,umbrella_yolo_whole,102,118,236,118,236,248,102,248
62,umbrella_yolo_whole,118,89.9999999999999,336,89.9999999999999,336,262,118,262
63,umbrella_yolo_whole,92,54,286,54,286,256,92,256
64,umbrella_yolo_whole,0.5,0.5,416.5,0.5,416.5,248,0.5,248
65,parking meter_yolo_whole,156,124,274,124,274,326,156,326
66,parking meter_yolo_whole,150,0.5,266,0.5,266,308,150,308
67,parking meter_yolo_whole,184,142,368,142,368,416.5,184,416.5
68,parking meter_yolo_whole,158,202,280,202,280,328,158,328
69,parking meter_yolo_whole,0.5,0.5,302,0.5,302,356,0.5,356
70,stop sign_yolo_whole,168,116,244,116,244,248,168,248
71,stop sign_yolo_whole,0.5,0.5,352,0.5,352,152,0.5,152
72,stop sign_yolo_whole,0.5,0.5,170,0.5,170,97.9999999999999,0.5,97.9999999999999
73,stop sign_yolo_whole,84,64,166,64,166,194,84,194
74,stop sign_yolo_whole,172,120,256,120,256,222,172,222
75,wine glass_yolo_whole,214,168,332,168,332,368,214,368
76,wine glass_yolo_whole,82,0.5,378,0.5,378,276,82,276
77,wine glass_yolo_whole,164,220,290,220,290,340,164,340
78,wine glass_yolo_whole,156,57.9999999999999,416.5,57.9999999999999,416.5,356,156,356
79,wine glass_yolo_whole,28,95.9999999999999,400,95.9999999999999,400,388,28,388
80,scissors_yolo_whole,160,200,266,200,266,304,160,304
81,scissors_yolo_whole,62,128,164,128,164,246,62,246
82,scissors_yolo_whole,120,85.9999999999999,228,85.9999999999999,228,176,120,176
83,scissors_yolo_whole,84,156,210,156,210,240,84,240
84,scissors_yolo_whole,194,150,342,150,342,256,194,256
85,mouse_yolo_whole,52,57.9999999999999,380,57.9999999999999,380,298,52,298
86,mouse_yolo_whole,84,156,416.5,156,416.5,384,84,384
87,mouse_yolo_whole,60,11.9999999999999,292,11.9999999999999,292,226,60,226
88,mouse_yolo_whole,76,256,196,256,196,348,76,348
89,mouse_yolo_whole,48,65.9999999999999,340,65.9999999999999,340,232,48,232
90,vase_yolo_whole,36,51.9999999999999,380,51.9999999999999,380,334,36,334
91,vase_yolo_whole,0.5,208,416.5,208,416.5,416.5,0.5,416.5
92,vase_yolo_whole,138,0.5,342,0.5,342,208,138,208
93,vase_yolo_whole,0.5,45.9999999999999,282,45.9999999999999,282,416.5,0.5,416.5
94,vase_yolo_whole,56,0.5,326,0.5,326,292,56,292
95,cup_yolo_whole,68,136,416.5,136,416.5,416.5,68,416.5
96,cup_yolo_whole,80,158,222,158,222,294,80,294
97,cup_yolo_whole,216,204,298,204,298,266,216,266
98,cup_yolo_whole,333.643446852425,0.5,416.5,0.5,416.5,416.5,333.643446852425,416.5
99,cup_yolo_whole,184,104,290,104,290,250,184,250
